source_image,gt_regime,pred_regime,D_i,P_i,S_i,E_i
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PET_PET-2000X-2.png,MICROPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PET_PET-2000X-2.png,MICROPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,MICROPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PET_PET-2000X-2.png,MICROPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,MICROPLASTIC,NANOPLASTIC,True,True,False,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,MICROPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PET_PET-2000X-2.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PET_PET-2000X-2.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PET_PET-2000X-2.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PET_PET-2000X-2.png,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X-2.png,MICROPLASTIC,,False,False,,False
PET_PET-2000X-2.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,MICROPLASTIC,NANOPLASTIC,True,True,False,False
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X-2.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PET_PET-2000X.png,MICROPLASTIC,NANOPLASTIC,True,True,False,False
PET_PET-2000X.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,MICROPLASTIC,NANOPLASTIC,True,True,False,False
PET_PET-2000X.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,,True,False,,False
PET_PET-2000X.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PET_PET-2000X.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,NANOPLASTIC,,True,False,,False
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,MICROPLASTIC,,False,False,,False
PET_PET-2000X.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,,True,False,,False
PET_PET-2000X.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,MICROPLASTIC,NANOPLASTIC,True,True,False,False
PET_PET-2000X.png,MICROPLASTIC,,False,False,,False
PET_PET-2000X.png,MICROPLASTIC,NANOPLASTIC,True,True,False,False
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,MICROPLASTIC,,True,False,,False
PET_PET-2000X.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,,True,False,,False
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,MICROPLASTIC,,False,False,,False
PET_PET-2000X.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PET_PET-2000X.png,MICROPLASTIC,,False,False,,False
PET_PET-2000X.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,NANOPLASTIC,,True,False,,False
PET_PET-2000X.png,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PET_PET-2000X.png,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,MICROPLASTIC,,True,False,,False
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,MICROPLASTIC,,False,False,,False
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PET_PET-2000X.png,MICROPLASTIC,NANOPLASTIC,True,True,False,False
PET_PET-2000X.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,NANOPLASTIC,MICROPLASTIC,True,True,False,False
